course_EFTSL,course_EFTSL_url,course_campus,course_career,course_code,course_credit,course_description,course_faculty,course_faculty_url,course_fee,course_fee_url,course_further_info,course_further_info_url,course_hours,course_outline,course_outline_url,course_school,course_school_url,course_title,course_url
(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Postgraduate,ACCT5994,24,Thesis,UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ACCT5994.html,0,ACCT5994 Course Outline,http://www.business.unsw.edu.au/courseoutlines,School of Accounting,http://www.accounting.unsw.edu.au/,Thesis Accounting (Full-time) ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ACCT5994.html
(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Postgraduate,ACCT5925,6,This course is concerned with how organisations create and preserve value over time employing effective business models and a broader range of resources (capitals) than in conventional analyses.  This value creation process is currently being reported upon under the international initiative of Integrated Reporting (,UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ACCT5925.html,3,ACCT5925 Course Outline,http://www.business.unsw.edu.au/courseoutlines,School of Accounting,http://www.accounting.unsw.edu.au/,"Integrated Reporting, Integrated Thinking and Value Creation ",http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ACCT5925.html
(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Postgraduate,ACCT5967,6,To assist MCom Hons students in completion of research project requirement. May consist of an examinable readings program defined to meet the needs of a particular student or a formal program undertaken by a group of students whose research projects are in a common area.,UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ACCT5967.html,3,ACCT5967 Course Outline,http://www.business.unsw.edu.au/courseoutlines,School of Accounting,http://www.accounting.unsw.edu.au/,Special Topic in Accounting,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ACCT5967.html
(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Postgraduate,ACCT5930,6," Not available to students who have completed ACCT2542 in the last three years.,This course examines the fundamentals of financial accounting for entities of simple organisational design; financial recording processes, systems design and internal control; preparation of general purpose statements of financial position, operating performance and cash flow statements; responsibilities in financial reporting; financial reporting constraints; recognition and measurement of specific financial statement elements; and analysis and interpretation of financial reports.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ACCT5930.html,3,ACCT5930 Course Outline,http://www.business.unsw.edu.au/courseoutlines,School of Accounting,http://www.accounting.unsw.edu.au/,Financial Accounting,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ACCT5930.html
(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Postgraduate,AVIG5914,12,This course covers the practical flying of multi-engine aeroplanes in commercial operations in all but extreme weather by day and night. The theory component is delivered in tutorial mode and extends the topics covered previously for the CASA exam with a more practical focus. The practical training is an integrated program of synthetic trainer exercises and flights. Flights are conducted by day and night in all weather conditions (except extreme) culminating in the flight test for the issue of a Command Multi Engine Instrument Rating.,Faculty of Science,/faculties/2018/sci/sci.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/AVIG5914.html,10,http://www.aviation.unsw.edu.au,http://www.aviation.unsw.edu.au,School of Aviation,http://www.aviation.unsw.edu.au/,Flying Operations 4 ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/AVIG5914.html
(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Postgraduate,ACCT5922,6," Not available to students who have completed ACCT3585 in the last three years.,The business world today operates on a global, networked, technology platform (the World Wide Web). The rapid implementation of networked technologies world wide has impacted national economies and transformed large and small organisations.,This course uses case studies of high performing e-businesses to facilitate discussion and understanding of the strategic, technological, operational and organisational changes required by organisations to remain competitive, as they confront the strategic opportunities and threats resulting from the global networked technologies.  ,The case studies analyse the emergence of new business models, including start up e-businesses, the transformation of traditional bricks and mortar companies into e-businesses and the creation of virtual global businesses with outsourced functions performed by a range of specialist companies. ,The course also studies the move to digitalised core processes across the value chain– the e-enabling of customer relations; the e-enabling of enterprise resource planning, financial and accounting processes and human resource processes; and the emergence of global, digitalised supply chains.  It reviews the financial opportunities the technologies provide to reduce costs, improve productivity and efficiency, and transform concepts of speed and flexibility.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ACCT5922.html,3,ACCT5922 Course Outline,http://www.business.unsw.edu.au/courseoutlines,School of Accounting,http://www.accounting.unsw.edu.au/,E-Business: Strategy and Processes,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ACCT5922.html
(more info),/general/2018/SSAPO/EFTSL.html,Sydney,Postgraduate,ACCT5931,6,"This course examines links between strategy and resource management as it considers the effective use of an organisation’s financial and other resources in creating value for a range of organisational stakeholders.  The course provides students with a management accounting toolkit for analysing the value created for and by various stakeholders, both currently and for a sustainable future.  , Not available to students who have completed ACCT3583 or ACCT3593 in the last three years.",UNSW Business School,/faculties/2018/comm/comm.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ACCT5931.html,3,ACCT5931Course Outline,http://www.business.unsw.edu.au/courseoutlines,School of Accounting,http://www.accounting.unsw.edu.au/,Strategic Management Accounting ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ACCT5931.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZPEM8805,6,"This course is available for the presentation of a specialist topic by a member of staff or visiting member of staff, and is presented at an advanced level appropriate to the coursework requirements of the Master of Philosophy degree.,Enrolment requires School consent.",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZPEM8805.html,6,ZPEM8805 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,"School of Physical, Environmental and Mathematical Sciences @ UNSW Canberra at ADFA",http://pems.unsw.adfa.edu.au/,Science Special Topic 3,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZPEM8805.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZPEM8207,6,"Economic Geography is invaluable in providing the operational context for strategic managers and those responsible for implementing business strategy. The constitution of urban settings can be better understood through an attention to economic processes and practices, from regimes of production to international divisions of labour, the changing demographics of the workforce, flows of finance, services and products and the institutions of governance that regulate business practices. Economic Geography offers to students studying the Masters of Business a way of understanding evident geographical variation in economic practices, at the global scale but also from the point of view of the diverse practices observed in different locations. An understanding of the geographic landscape via the theoretical frameworks and empirical studies of Economic Geography lends specificity to the study of business practice. The course complements Strategic Management (ZBUS 8101) and Organisational Behaviour (ZBUS 8102) as core units in the Master of Business, as well as such electives as Cross-Cultural Management (ZBUS 8318) and Economic Worldview (ZBUS 8148).",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZPEM8207.html,3,ZPEM8207 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,"School of Physical, Environmental and Mathematical Sciences @ UNSW Canberra at ADFA",http://pems.unsw.adfa.edu.au/,Economic Geography ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZPEM8207.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZPEM8100,6,This course forms part of a new Masters program in Explosive Ordnance and will be the first course in the program. This course will be core and will provide the foundation for the students who will be studying explosive ordnance engineering.At the end of this course the student will:,UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZPEM8100.html,3,ZPEM8100 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,"School of Physical, Environmental and Mathematical Sciences @ UNSW Canberra at ADFA",http://pems.unsw.adfa.edu.au/,Explosives Science ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZPEM8100.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZPEM7301,6,"The course provides a foundation for further studies in statistics, management or any other area requiring some proficiency in data analysis. It gives an introduction to data analysis, with emphasis on the analysis of experiments. It teaches the principle of good experimental design, and focuses on a project where you design and analyse your own experiment.  The course introduces a simple statistical computer package that is used for data exploration and presentation, and the analysis of data from simple experimental and observational studies.",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZPEM7301.html,3,ZPEM7301 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,"School of Physical, Environmental and Mathematical Sciences @ UNSW Canberra at ADFA",http://pems.unsw.adfa.edu.au/,Introduction to Data Analysis,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZPEM7301.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZINT8301,6,"This course provides an overview of the technical factors that affect the military use of explosives and propellants, armour materials, guns, guided weapons and light weapons.  Topics include military ballistics, gun design, gun fire control, warhead design (including guided weapons), terminal effects and the penetration of armour. ",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZINT8301.html,12,ZINT8301 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,School of Engineering & Information Technology @ UNSW Canberra at ADFA,http://seit.unsw.adfa.edu.au/,Lethality and Survivability ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZINT8301.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZINT8201,6,"An introduction to business case analysis, writing a business proposal and communicating business outcomes to different audiences.  This course also examines the evaluation of business information, selecting appropriate sources and targeting your audience.  It draws on material that links to all of the key aspects of managing a business.",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZINT8201.html,3,ZINT8201 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,School of Business @ UNSW Canberra at ADFA,http://bus.unsw.adfa.edu.au/,Critical Business Skills ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZINT8201.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZINT8105,6,"The course is designed for students who are new to the university context or who have been out of study for a significant period of time. The aim of this course is to enable these students to clarify expectations about academic culture, study academic discourse, review academic writing conventions in different disciplines and develop the appropriate skills to read critically and write appropriately in an academic context. Students will analyse the arguments and the linguistic features of readings specific to their particular disciplines and write both a critical review and an argument essay on a topic related to their studies.  Grammatical features, which enable writers to convey meaning with greater precision, will also be studied.",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZINT8105.html,2,ZINT8105 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,School of Humanities and Social Sciences @ UNSW Canberra at ADFA,http://hass.unsw.adfa.edu.au/,Academic Practice: Critical Reading and Writing,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZINT8105.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZHSS8503,6,"“Conventional” military operations, in which the uniformed military forces of one state engage with an equivalent force of another state, have become the exception rather than the norm in contemporary warfare. Instead, military forces now more often find themselves pitted against non-state (or hybrid) opponents who avoid symmetric military engagements, preferring to seek shelter among civilian populations while employing a range of asymmetric guerrilla and terrorist tactics in operations located in the 'grey zone' between war and peace. For their part, national forces are obliged to negotiate the complexities associated with of fighting on urban terrain, managing refugees, cooperating with coalition partners, managing relationships with surrogate forces, gaining the trust of local tribes, contending with host nation group rivalries, resolving cultural tensions and building a stable and lasting peace., ,These obligations considerably complicate the existing challenges of conducting operations in a manner consistent with the legal, ethical and social norms for the use of military force. Military leaders must, therefore, be conversant with the relevant moral conventions and ethical principles associated with armed conflict and familiar with the decision-making techniques needed to apply them in a way that will enable success in complex environments. Leaders must concurrently be acquainted with the gap between the individual moral frameworks found in multi-cultural liberal democratic societies and the international treaties and domestic laws that regulate the use of military force. This course addresses the context in which complex operations are conducted, the issues associated with using force in complicated socio-political and religious environments, and the demands this context and these issues impose on uniformed leadership. Course material draws on insights from the study of applied ethics, moral philosophy, moral psychology and related disciplines with a focus on enhancing and extending the practice of leadership.",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZHSS8503.html,0,ZHSS8503 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,School of Humanities and Social Sciences @ UNSW Canberra at ADFA,http://hass.unsw.adfa.edu.au/,Moral Leadership in Complex Military Operations ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZHSS8503.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZHSS8502,6,"The discharge of effective public leadership depends upon knowledge of defining principles and familiarity with practical insights. In common with all forms of leadership, the practice of public leadership requires certain personal attributes and relies upon specific professional competencies. The attributes of the public leader are both innate and able to be inculcated through education and training. Public leadership draws on acquired expertise as well as accumulated experience of political conversation and public policy. This course begins with a practical assessment of the constitute elements of competent public leadership using a series of contemporary case studies as the basis for developing an inventory of attributes and abilities that the student will use to assess their own learning needs as a public leader. The student will examine contextual differences in the exercise of public leadership and the appeal and application of different leadership styles and strategies to achieve specific outcomes on the way to political renewal and cultural transformation. The course will equip the student to determine the effectiveness of public leadership against a series of criteria related directly to the common good and the public interest.",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZHSS8502.html,0,ZHSS8502 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,School of Humanities and Social Sciences @ UNSW Canberra at ADFA,http://hass.unsw.adfa.edu.au/,Practice of Public Leadership ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZHSS8502.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZHSS8501,6,"Public leadership is differentiated from other forms of leadership in that its principal focus is promoting the common good and pursuing the public interest. In brief, it is leadership that does not seek to preference or prejudice the needs or desires of any group at the expense of others or to advance personal or private aspirations and objectives to the detriment of the collective wellbeing of the entire citizenry. Public leadership is indifferent to polemical agendas and partisan goals, and transcends the practical preoccupations of administration and management. This course begins with interpretations of competing and contrasting definitions of the ‘public’; provides a basis for identifying and then differentiating ‘leadership’ from oversight, supervision and management; canvasses the elements and imperatives of reliable and responsible leadership; and, offers students a template for describing the possible objectives and outcomes of ‘public leadership’ in a range of professional settings. While the focus will be on research into general principles, the student will be encouraged to consider these principles within the circumstances of their own organization and in the context of Australia’s evolving public life. The course provides a theoretical foundation for the exercise of effective public leadership.",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZHSS8501.html,3,ZHSS8501 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,School of Humanities and Social Sciences @ UNSW Canberra at ADFA,http://hass.unsw.adfa.edu.au/,Principles of Public Leadership ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZHSS8501.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZHSS8463,6,"International law plays an integral role in the system of international politics. This course challenges you to analyse that role and the major interpretations of that role. The content covered includes topics such as: the core principles and concepts of international law; distinguishing a political from a legal interpretation of a multilateral treaty, consent and verification; the operation of the International Court of Justice and the relationship between foreign policy formulation and international law. This is an International Relations course focussing on the interaction of law and politics. It is not a Law course. No prior knowledge of international law is required.",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZHSS8463.html,3,ZHSS8463 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,School of Humanities and Social Sciences @ UNSW Canberra at ADFA,http://hass.unsw.adfa.edu.au/,The Politics of International Law ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZHSS8463.html
(more info),/general/2018/SSAPO/EFTSL.html,UNSW,Postgraduate,ZHSS8462,6,"The ethics of armed conflict has a deep foundation in the Just War tradition, which has developed out of centuries of experience of conflict between states. The contemporary conflict environment is, however, dominated by conflicts between states and non-state actors, a fact that significantly challenges the applicability of the well-developed concepts of the Just War tradition. States are making increasing use of special operations forces to carry out 'grey zone' missions which raise new ethical challenges, and those same special operations forces find themselves fighting alongside and enabling irregular and non-state forces which employ a mode of warfare that is distinctly unconventional. This course explores the ethical challenges raised by contemporary special operations and irregular forms of conflict including guerrilla warfare, hybrid warfare and terrorism.",UNSW Canberra at ADFA,/faculties/2018/adfa/adfa.html,See Tuition Fee Schedule,https://student.unsw.edu.au/fees-to-pay,See Class Timetable,http://www.timetable.unsw.edu.au/2018/ZHSS8462.html,3,ZHSS8462 Course Outline,https://gateway.unsw.adfa.edu.au/isas/current_students/outlines/index.html,School of Humanities and Social Sciences @ UNSW Canberra at ADFA,http://hass.unsw.adfa.edu.au/,Ethics in Special Operations and Irregular Warfare ,http://www.handbook.unsw.edu.au/postgraduate/courses/2018/ZHSS8462.html
